l1_missing_count,unique_pred1_l1,top1_pred1_l1_share,top5_pred1_l1_share,top10_pred1_l1_share,top20_pred1_l1_share,unique_target_l1_in_missing
3134,173,0.0816847479259732,0.276643267389917,0.40459476707083597,0.5293554562858966,190
