hop,nnz,density,mean_row_nnz,row_entropy,top10_direct_support_ratio,top10_overlap_local,top10_overlap_coarse,top10_same_family_ratio,top10_not_in_local_ratio
2,106345,0.007827199690047455,28.851058057514923,2.3369741439319993,0.686169458854211,0.5678241996744439,0.33985349972870316,0.47438841171301416,0.406695580689968
3,114223,0.00840703587565274,30.988334237655994,2.3940007054905514,0.6824127906976745,0.5747151383613673,0.33833423765599563,0.48102079606440074,0.407871198568873
4,114558,0.008431692529902265,31.079218665219752,2.4011049429159947,0.6817762882279012,0.574769397721107,0.3382528486163864,0.48110599078341015,0.40829493087557606
