level,param,mean_l2_sq_drift,rms_drift,relative_rms_drift
1,rq.vq_layers.0.embedding.weight,0.21305008232593536,0.4615734815597534,1.2355412698129054
2,rq.vq_layers.1.embedding.weight,0.04520391672849655,0.212612122297287,0.8608554339389161
3,rq.vq_layers.2.embedding.weight,0.0745459794998169,0.273031085729599,1.4543932977342007
