record_id,recorded_at,run_finished_at,dataset_key,category,split_stem,variant,tokenizer_record_id,tokenizer_variant,tokenizer_family,recipe,rl_output_dir,rl_model_path,rl_source_sft_model_path,result_json_path,wandb_run_name,rl_wandb_run_name,recovery_status,reference_policy,reward_type,beam_search,num_generations,learning_rate,num_epochs,eval_runtime_gpus,eval_batch_size,eval_num_beams,test_example_count,constraint_invalid_total,ndcg_at_1,ndcg_at_3,ndcg_at_5,ndcg_at_10,ndcg_at_20,ndcg_at_50,hr_at_1,hr_at_3,hr_at_5,hr_at_10,hr_at_20,hr_at_50,tokenizer_collision_rate,tokenizer_collision_count,tokenizer_launch_readme,notes
rl_industrial_title_history2sid_off__desc_align_p05_batch256_20260329_152417,2026-03-29,2026-03-29 15:24:17 CST,industrial,Industrial_and_Scientific,Industrial_and_Scientific_5_2016-10-2018-11,title_history2sid_off__desc_align_p05_batch256,tok_industrial_original_semantic,original_semantic_industrial,original_semantic,title_history2sid_off+desc_align_p05,./output/rl_Industrial_and_Scientific_title_history2sid_off__desc_align_p05_batch256_20260329_152417,./output/rl_Industrial_and_Scientific_title_history2sid_off__desc_align_p05_batch256_20260329_152417/final_checkpoint,-,./results/final_result_rl_Industrial_and_Scientific_title_history2sid_off__desc_align_p05_batch256_20260329_152417.json,-,-,partial_from_reports,report_backfill,-,-,16,-,-,-,8,50,4533,0,0.07324068,0.08903190,0.09704467,0.10726345,0.11365951,0.12222169,0.07324068,0.10037503,0.11978822,0.15133466,0.17670417,0.21994264,0.0043407488,16,-,Imported strongest reproduced MiniOneRec RL result into the unified experiment CSV; source JSON and checkpoint already existed in repo before this backfill; RL hyperparameters partially recovered from internal reports: effective_global_batch=256 and num_generations=16; other RL train hyperparameters remain unknown.; RL hyperparameters partially recovered from internal reports: effective_global_batch=256 and num_generations=16; other RL train hyperparameters remain unknown.; RL hyperparameters partially recovered from internal reports: effective_global_batch=256 and num_generations=16; other RL train hyperparameters remain unknown.
legacy_rl_industrial_refactor,-,-,industrial,Industrial_and_Scientific,Industrial_and_Scientific_5_2016-10-2018-11,title_history2sid_off__desc_align_off,tok_industrial_original_semantic,original_semantic_industrial,original_semantic,title_history2sid_off+desc_align_off,./output/rl_Industrial_and_Scientific_refactor__weights_moved_to_data,./output/rl_Industrial_and_Scientific_refactor__weights_moved_to_data/final_checkpoint,./output/sft_Industrial_and_Scientific_refactor/final_checkpoint,./results/recovered_legacy/final_result_rl_Industrial_and_Scientific_refactor.json,run-20260308_173725-gzx7wrje,run-20260308_173725-gzx7wrje,exact,single_wandb,ranking,true,4,1e-05,2,-,8,50,4533,0,0.07191705,0.08632164,0.09189485,0.09937582,0.10696575,0.11846783,0.07191705,0.09662475,0.11008162,0.13324509,0.16368851,0.22170748,0.0043407488,16,-,wandb_run=run-20260308_173725-gzx7wrje;output_dir=rl_Industrial_and_Scientific_refactor;source_sft=./output/sft_Industrial_and_Scientific_refactor/final_checkpoint; rl_model_path remapped to __weights_moved_to_data alias
legacy_rl_office_refactor,-,-,office,Office_Products,-,title_history2sid_off__desc_align_off,tok_office_original_semantic,original_semantic_office,original_semantic,title_history2sid_off+desc_align_off,./output/rl_Office_Products_refactor,./output/rl_Office_Products_refactor/final_checkpoint,./output/sft_Office_Products_refactor/final_checkpoint,./results/recovered_legacy/final_result_rl_Office_Products_refactor.json,run-20260309_222551-yi9i1r3d,run-20260309_222551-yi9i1r3d,exact,single_wandb,ranking,true,4,1e-05,2,-,8,50,4866,0,0.08384710,0.10096741,0.10503563,0.11145092,0.11646854,0.12649993,0.08384710,0.11302918,0.12289355,0.14282778,0.16276202,0.21454994,0.0043365134,15,-,wandb_run=run-20260309_222551-yi9i1r3d;output_dir=rl_Office_Products_refactor;source_sft=./output/sft_Office_Products_refactor/final_checkpoint
legacy_rl_office_refactor_8,-,-,office,Office_Products,-,title_history2sid_off__desc_align_off,tok_office_original_semantic,original_semantic_office,original_semantic,title_history2sid_off+desc_align_off,./output/rl_Office_Products_refactor_8,./output/rl_Office_Products_refactor_8/final_checkpoint,./output/sft_Office_Products_refactor/final_checkpoint,./results/recovered_legacy/final_result_rl_Office_Products_refactor_8.json,run-20260310_123225-b9kfafiz,run-20260310_123225-b9kfafiz,exact,single_wandb,ranking,true,8,1e-05,2,-,8,50,4866,0,0.08343609,0.10211232,0.10734015,0.11248066,0.11817539,0.12691836,0.08343609,0.11508426,0.12762022,0.14344431,0.16605014,0.21043979,0.0043365134,15,-,wandb_run=run-20260310_123225-b9kfafiz;output_dir=rl_Office_Products_refactor_8;source_sft=./output/sft_Office_Products_refactor/final_checkpoint
legacy_rl_office_refactor_16,-,-,office,Office_Products,-,title_history2sid_off__desc_align_off,tok_office_original_semantic,original_semantic_office,original_semantic,title_history2sid_off+desc_align_off,./output/rl_Office_Products_refactor_16,./output/rl_Office_Products_refactor_16/final_checkpoint,./output/sft_Office_Products_refactor/final_checkpoint,./results/recovered_legacy/final_result_rl_Office_Products_refactor_16.json,run-20260311_130824-584wytfg,run-20260311_130824-584wytfg,likely,latest_wandb_reused_output,ranking,true,16,1e-05,2,-,8,50,4866,0,0.08569667,0.10546401,0.11086730,0.11714102,0.12419129,0.13208031,0.08569667,0.11898890,0.13214139,0.15166461,0.17961365,0.21968763,0.0043365134,15,-,wandb_run=run-20260311_130824-584wytfg;output_dir=rl_Office_Products_refactor_16;source_sft=./output/sft_Office_Products_refactor/final_checkpoint; output_dir_reused_2_times_follow_latest_wandb
office_rl_batch512_g16_20260328_212808,-,-,office,Office_Products,-,title_history2sid_off__desc_align_off,tok_office_original_semantic,original_semantic_office,original_semantic,title_history2sid_off+desc_align_off,./output/rl_Office_Products_batch512_g16_20260328_212808,./output/rl_Office_Products_batch512_g16_20260328_212808/final_checkpoint,./output/sft_Office_Products_refactor/final_checkpoint,./results/final_result_rl_Office_Products_batch512_g16_20260328_212808.json,-,-,direct_run,batch512_control_rerun,ranking,true,16,1e-05,2,-,8,50,4866,0,0.07603781,0.09612082,0.10332873,0.11011383,0.11649198,0.12500507,0.07603781,0.11076860,0.12823674,0.14919852,0.17447596,0.21804357,0.0043365134,15,-,Direct Office RL rerun from sft_Office_Products_refactor/final_checkpoint with gradient_accumulation_steps=8; used current mainline RL/evaluate pipeline and fresh result path.; Control rerun to compare against legacy_rl_office_refactor_16; only intended primary change is effective_global_batch 256->512.
rl_industrial_title_history2sid_off__desc_align_off_mb4_20260326_130556,-,-,industrial,Industrial_and_Scientific,Industrial_and_Scientific_5_2016-10-2018-11,title_history2sid_off__desc_align_off_mb4,tok_industrial_original_semantic,original_semantic_industrial,original_semantic,title_history2sid_off+desc_align_off,./output/rl_Industrial_and_Scientific_title_history2sid_off__desc_align_off_mb4_20260326_130556__weights_moved_to_data,./output/rl_Industrial_and_Scientific_title_history2sid_off__desc_align_off_mb4_20260326_130556__weights_moved_to_data/final_checkpoint,./output/sft_Industrial_and_Scientific_title_history2sid_off__desc_align_off_mb4_20260326_003015/final_checkpoint,./results/final_result_rl_Industrial_and_Scientific_title_history2sid_off__desc_align_off_mb4_20260326_130556.json,rl_industrial_title_history2sid_off__desc_align_off_mb4_20260326_130556,rl_industrial_title_history2sid_off__desc_align_off_mb4_20260326_130556,partial_from_logs,single_log_plus_result_json,ranking,true,16,1e-05,2,4,8,50,4533,-,0.06904919,0.08397641,0.09172182,0.10220659,0.11170058,0.12054833,0.06904919,0.09485992,0.11383190,0.14648136,0.18398412,0.22898743,0.0043407488,16,-,RL hyperparameters backfilled from launch log; train_batch_size/effective_global_batch inferred from variant suffix mb4 plus logged DeepSpeed grad_accum=8.
rl_industrial_title_history2sid_off__desc_align_p05_20260327_125414,-,-,industrial,Industrial_and_Scientific,Industrial_and_Scientific_5_2016-10-2018-11,title_history2sid_off__desc_align_p05,tok_industrial_original_semantic,original_semantic_industrial,original_semantic,title_history2sid_off+desc_align_p05,./output/rl_Industrial_and_Scientific_title_history2sid_off__desc_align_p05_20260327_125414__weights_moved_to_data,./output/rl_Industrial_and_Scientific_title_history2sid_off__desc_align_p05_20260327_125414__weights_moved_to_data/final_checkpoint,./output/sft_Industrial_and_Scientific_title_history2sid_off__desc_align_p05_20260325_192249/final_checkpoint,./results/final_result_rl_Industrial_and_Scientific_title_history2sid_off__desc_align_p05_20260327_125414.json,rl_industrial_title_history2sid_off__desc_align_p05_20260327_125414,rl_industrial_title_history2sid_off__desc_align_p05_20260327_125414,partial_from_logs,single_log_plus_result_json,ranking,true,16,1e-05,2,4,8,50,4533,-,0.07191705,0.08462776,0.09362596,0.10332957,0.11065389,0.12071730,0.07191705,0.09375689,0.11581734,0.14559894,0.17449812,0.22501655,0.0043407488,16,-,"RL hyperparameters backfilled from launch log; grad_accum=8, world_size=4, bf16, num_generations=16 are explicit. Per-device RL batch and effective_global_batch remain unknown."
rl_industrial_mgr_tokenizer_v2_title_on_desc_p05_20260412_191449,2026-04-12 19:14:49,2026-04-12 19:14:49 CST,industrial,Industrial_and_Scientific,Industrial_and_Scientific_5_2016-10-2018-11,mgr_tokenizer_v2_title_on_desc_p05_rl,tok_industrial_mgr_tokenizer_v2_offline,mgr_tokenizer_v2_offline,mgr_v2,title_history2sid_on+desc_align_p05,/data/leejt/OneRec/output_weights/experiments/mgr_sid_v2_rl_on_p05_industrial_20260412/rl,/data/leejt/OneRec/output_weights/experiments/mgr_sid_v2_rl_on_p05_industrial_20260412/rl/final_checkpoint,/data/leejt/OneRec/output_weights/experiments/mgr_sid_v2_recipe_isolation_20260411/title_on_desc_p05/sft/final_checkpoint,./results/experiments/mgr_sid_v2_rl_on_p05_industrial_20260412/final_result_rl_mgr_tokenizer_v2_title_on_desc_p05_Industrial_and_Scientific.json,rl_mgr_tokenizer_v2_title_on_desc_p05_industrial,rl_mgr_tokenizer_v2_title_on_desc_p05_industrial,direct_run,strongest_original_recipe_aligned_regime,ranking,true,16,1e-05,2,"2,3,4,5",8,50,4533,0,0.07434370,0.09053678,0.09629833,0.10431921,0.11269034,0.12500068,0.07434370,0.10280168,0.11692036,0.14184867,0.17515994,0.23737039,0.0035268584,13,./research-progress-log/experiment_launches/2026-04-11_mgr_sid_tokenizer_v2_r005/README.md,"Industrial v2_on_p05 RL run launched from the best current v2 SFT checkpoint; second launch is the valid aligned run after fixing the first attempt batch-shape mismatch (8/16) to the original-style 16 x 4 x 4 = 256 regime; improves over v2_on_p05 SFT on NDCG and head HR, surpasses strongest original MiniOneRec SFT on NDCG@10, but still trails strongest original MiniOneRec RL on NDCG@10/HR@10 due to deeper retention gap."
