family,l1,family_items_in_l1,family_coverage,bucket_size,bucket_purity,top_bucket_families,examples
3d_filament,<a_241>,119,0.3082901554404145,120,0.9916666666666667,"{'3d_filament': 119, 'other': 1}","HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Blue || USAFilament 9800429 ABS 3D Printing Filament, 2.2 lb, 1.75 mm, White Spool || HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Green || UP! ABS Plastic Filament, 1.75 mm Diameter, 1.54 lbs Spool, Black || Verbatim 3D Printer Filament - PLA High-Grade 1.75mm 1kg Reel - Widely Compatible with 3D Printers - Red || XYZprinting ABS Plastic Filament Cartridge, 1.75 mm Diameter, 600g, Black || XYZprinting PLA Filament Cartridge, 1.75 mm Diameter, 600g, Nature || HATCHBOX ABS 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, White"
3d_filament,<a_201>,76,0.19689119170984457,77,0.987012987012987,"{'3d_filament': 76, 'other': 1}","HATCHBOX 1 Spool 3D Printer Filament Tabletop Wall Mount Rack || HATCHBOX Glow in the Dark PLA 3D Printer Filament, Dimension Accuracy +/-0.03 mm, 1 kg Spool, 1.75 mm - Blue || 3D Solutech Teal Blue 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) || Gizmo Dorks 1.75mm PLA Filament 1kg / 2.2lb for 3D Printers, Black || Gizmo Dorks 1.75mm PLA Filament 1kg / 2.2lb for 3D Printers, Translucent Green || Gizmo Dorks 1.75mm PLA Filament 1kg / 2.2lb for 3D Printers, White || Filabot 910175 Taulman 910 Alloy, 1.75"" Filament Diameter, Natural || 3D Solutech Hot Pink 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)"
3d_filament,<a_196>,58,0.15025906735751296,61,0.9508196721311475,"{'3d_filament': 58, 'other': 3}","MakerGear M2 Desktop 3D Printer || eSUN 1.75mm Black PLA PRO (PLA+) 3D Printer Filament 1KG Spool (2.2lbs), Black || Inland 1.75mm Red PLA 3D Printer Filament - 1kg Spool (2.2 lbs) || Inland 1.75mm Peak Green PLA 3D Printer Filament - 1kg Spool (2.2 lbs) || 3 PCS Mechanical End Stop with Wiring for CNC Machine or RepRap 3D printer, compatible with RAMPS || FAMI 3D Printer MK2 MK3 Heated Bed Tempered Borosilicate Glass Plate 2132003mm || HICTOP 1.75mm Black PLA 3D Printer Filament - 1kg Spool (2.2 lbs) - Dimensional Accuracy +/- 0.02mm || Metal J-head V6 Hotend 1.75mm Filament 0.4mm Bowden Extruder Reprap 3D Printer with 1 Meter Tubing"
3d_filament,<a_20>,27,0.06994818652849741,33,0.8181818181818182,"{'3d_filament': 27, 'other': 6}","eSUN 3D 1.75mm PETG Natural Filament 1kg (2.2lb), PETG 3D Printer Filament, Semi-Transparent 1.75mm Natural || eSUN 3D 1.75mm PETG Blue Filament 1kg (2.2lb), PETG 3D Printer Filament, 1.75mm Semi-Transparent Blue || eSUN 3D 1.75mm PETG Green Filament 1kg (2.2lb), PETG 3D Printer Filament, Semi-Transparent 1.75mm Green || SainSmart Clear Flexible TPU 3D Printing Filament, 1.75 mm, 0.8 kg, Dimensional Accuracy +/- 0.05 mm || HICTOP 3 Pcs 3D Printer Extruder 0.4mm Brass Nozzle + 3 Pcs Extruder 1.75mm Tube for Reprap Prusa I3 || eSUN 3D 1.75mm PETG Black Filament 1kg (2.2lb), PETG 3D Printer Filament, 1.75mm Solid Opaque Black || NinjaFlex TPU 3D Printing Filament - 1.75mm .50kg - SAPPHIRE || PTFE Teflon Bowden Tube for 1.75 Filament (2.0mm ID/4.0mm OD) &ndash; White Connector Tubing for 3D Pr"
3d_filament,<a_227>,25,0.06476683937823834,28,0.8928571428571429,"{'3d_filament': 25, 'other': 2, 'tape': 1}","Geeetech I3 Pro C, Dual Extruder,double Head,reprap Pursa I3 3d Printer,two-color Printing, High Resolution || XYZprinting da Vinci 1.0 AiO All-in-One 3D Printer (Scan/Edit/Print) || XYZprinting RFPLCXUS00B da Vinci Jr. & mini Series Filament, PLA (NFC), 600 g, Nature || da Vinci 1.0 3D Printer - 7.8"" x 7.8"" x 7.8"" Built Volume (Fully Enclosed Design for ABS/PLA/Flexible Material) || [Open Resin] XYZprinting Nobel 1.0 SLA 3D Printer (Included FREE Resin, FREE Printing Platform & Tank) || ROBO 3D R1 Fully Assembled 3D Printer, 8"" x 9"" x 10"" (Discontinued) || LulzBot TAZ 4 3D Printer || Printrbot Simple Kit with Aluminum Handle and Spool Rack 3D Printer Kit"
3d_filament,<a_228>,16,0.04145077720207254,25,0.64,"{'3d_filament': 16, 'other': 9}","XCSOURCE 3D Printer MK8 Extruder Aluminum Frame Block DIY Kit Reprap i3 All Metal BI090 || Kamo 5PCS 3D Printer 0.4mm Extruder Brass Nozzle Print Head for MK8 1.75mm ABS PLA Printer || Filabot TCBL1 Taulman Clear t-glase Filament, 1.75 mm, Black || Signstek 3D Printer MK2 MK3 Heated Bed Tempered Borosilicate Glass Plate 213x200x3mm || Anycubic All Metal Right Hand MK8 Extruder Aluminum Frame Block DIY Kit for Reprap i3 3D Printer || BIQU MK10 M7 0.4mm Extruder Brass Nozzle Print Head for Makerbot 2 RepRap 1.75mm Filament 3D Printer (Pack of 5pcs) || Signswise 5pcs Reprap 24V 40W Ceramic Cartridge Heater for 3D Printer Prusa Mendel || Taulman BRIDGE Filament, 1.75 mm, BLACK"
3d_filament,<a_38>,8,0.02072538860103627,14,0.5714285714285714,"{'3d_filament': 8, 'other': 6}","Foreasy 3D Printer Tool 3D Print Removal Tool Enhanced Version Set of 2 || Octave Tool Kit A for 3D Printer || Dremel Digilab 3D20 3D Printer, Idea Builder for Brand New Hobbyists and Tinkerers || Dremel Digilab 3D40 Award Winning 3D Printer, Idea Builder with semi automated leveling, print PLA at 100 micron resolution || Filabot ABS 3D Printing Smoothing Pen || TwoUp 3D Printer Kit 7"" x 7"" x 5"" Build Dimensions 50 Micron 1.75mm PLA Filament || UP! Mini Fully Assembled 3D Printer, 4.75"" x 4.75"" x 4.75"" Maximum Build Dimensions, 0.20-mm Maximum Resolution, 1.75-mm ABS, PLA || Foreasy 3D Printer Accessories 3D Print Removal Tool Shovel Tool"
3d_filament,<a_215>,6,0.015544041450777202,72,0.08333333333333333,"{'other': 41, 'gauge_meter': 20, '3d_filament': 6, 'test_strip': 2, 'ventilation_fan': 1}","American Labs BS-144P-200S-22-A 144 Blank Microscope Slides and 200 Cover Glass Pre Cleaned - 2 Packs Ground Edges || ELEGOO Stepstick Stepper Motor Driver Module A4988 + Heat Sink for 3D Printer Reprap, CNC Machine or Robotics(Pack of 5) || Longruner A4988 Stepstick Stepper Motor Driver Module + Heat Sink for 3d Printer Reprap (Pack of 5 Pcs) || Hobbypower A4988 StepStick Stepper Motor Driver Module + Heat Sink for 3D Printer Reprap (pack of 5 pcs) || HICTOP 5 Meters GT2 2mm pitch 6mm wide Timing Belt for 3D printer CNC || [3D CAM] 5 PCS DRV8825 StepStick Stepper Motor Drivers for 3D Printer Electronics, CNC Machine or Robotics"
3d_filament,<a_200>,6,0.015544041450777202,88,0.06818181818181818,"{'other': 50, 'gauge_meter': 17, '3d_filament': 6, 'tape': 5, 'adhesive_epoxy': 3}","ROBO 3D R1 Plus 10x9x8-Inch ABS/PLA 3D Printer, White (A1-0002-000) || Scotch Bi-Directional Filament Tape 8959 Transparent, 50 mm x 50 m (Pack of 1) || Printrbot Assembled Metal Simple 3D Printer, Black, PLA Filament, 1.75mm Ubis Hot End, 6"" x 6"" x 6"" Build Volume || Printrbot Metal Simple 3D Printer Kit, Black, PLA Filament, 1.75mm Ubis Hot End, 6"" x 6"" x 6"" Build Volume || New Matter MOD-t Desktop 3D Printer | Built-In WiFi, Easy to Use, Safe and Quiet || FlashForge Finder 3D Printers with Cloud, Wi-Fi, USB cable and Flash drive connectivity"
3d_filament,<a_72>,4,0.010362694300518135,29,0.13793103448275862,"{'other': 12, 'tape': 8, '3d_filament': 4, 'adhesive_epoxy': 4, 'ventilation_fan': 1}","Gizmo Dorks Kapton Tape for 3D Printers 6.25"" x 100' || Addicore 10 Pack Kapton Tape Sheets Polyimide 8"" X 11"" 0.06mm (2.4mil) Thick With Release Liner for 3D Printer || Gizmo Dorks Blue Painters Tape for 3D Printers 6.25"" x 100' || Airwolf 3D A09800 3D Printer Bed Adhesive for ABS PETG TPE and TPU, 2 oz."
3d_filament,<a_23>,4,0.010362694300518135,14,0.2857142857142857,"{'gauge_meter': 4, '3d_filament': 4, 'other': 3, 'connector_fitting': 2, 'fastener': 1}",OctagonStar Flexible Couplings 5mm to 8mm NEMA 17 Shaft for RepRap 3D Printer or CNC Machine2PCS || HICTOP 5PCS Aluminum Heater Block M6 Specialized for MK7 MK8 Makerbot Medel I3 3D Printer Extruder Hot End Heating Block || Kamo 5PCS Aluminum Heater Block M6 Specialized for MK7 MK8 Makerbot 3D Printer Extruder || BIQU Aluminum Heater Block Specialized for MK7 MK8 3D Printer Extruder(Pack of 5pcs)
3d_filament,<a_151>,4,0.010362694300518135,14,0.2857142857142857,"{'3d_filament': 4, 'other': 3, 'gauge_meter': 2, 'fastener': 2, 'tape': 2}",Signswise 5PCS Barrel M6 X 30 Teflon Nozzle Throat for MK8 Tube Makerbot 3D Printer Extruder Hot End || RIYIN T8 L300mm 8mm Lead 4 Start Lead Screw and Nut for 3D Printer Z Axis || Drillpro 400mm 8mm Lead Screw ACME Lead Screw and Nut for 3D Printer Z Axis || Kamo 5PCS Barrel M6 X 30 Nozzle Throat for MK8 Tube Makerbot 3D Printer Extruder Hot End
3d_filament,<a_102>,4,0.010362694300518135,6,0.6666666666666666,"{'3d_filament': 4, 'connector_fitting': 1, 'other': 1}",Endstop Microswitches for 3D Printer or CNC || HICTOP 5 Pieces 3D Printer Endstops/ Limit Switch/ Mechanical Switch for Reprap Prusa I3 || 5PCS Nema 17 Stepper Motor Bipolar 2A 84oz.in 48mm 4-lead for 3D Printer/CNC || iXCC Basic Series PLA 3D Printer Filament 1.75mm Diameter (Dimensional Accuracy +/- 0.05mm) - 1kg Spool (Approximately 2.2 lbs) [Red]
3d_filament,<a_29>,3,0.007772020725388601,30,0.1,"{'other': 26, '3d_filament': 3, 'gauge_meter': 1}","EISCO CH0688 Labs Clamp Retort, 3 PVC Coated Prongs (opens to 90mm in dia.) with Boss Head || Eisco Labs Mortar and Pestle, Porcelain, Lab Quality, 4"" Diameter, 5oz. Capacity - Textured Bowl with Spout || Eisco Labs Wood Test Tube Rack, 12 Tube Capacity, 7/8"" (22mm) Holes"
3d_filament,<a_85>,3,0.007772020725388601,29,0.10344827586206896,"{'other': 21, 'gauge_meter': 3, '3d_filament': 3, 'adhesive_epoxy': 1, 'ventilation_fan': 1}",BIQU GT2 20Teeth 5mm Bore Aluminum Timing Belt Idler Pulley for 3D Printer 6mm Width Timing Belt (Pack of 5pcs) || Mercurry GT2 Timing Belt Torsion Spring For 3D Printer 6mm Width Belt Pack of 10 || SCStyle 5 Meters GT2 2mm Pitch 6mm Wide Timing Belt for 3D Printer CNC
3d_filament,<a_232>,2,0.0051813471502590676,31,0.06451612903225806,"{'other': 20, 'gauge_meter': 6, 'connector_fitting': 3, '3d_filament': 2}","Inkbird ITC-1000 Dual Stage Digital Temperature Controller Fahrenheit  Celsius Thermostat with Sensor for 3D Printer,Freezer,Fridge,Hatching ect (12 Volt) || Inkbird ITC-1000 Dual Stage Digital Temperature Controller Fahrenheit  Celsius Thermostat with Sensor for 3D Printer,Freezer,Fridge,Hatching ect (110 Volt)"
3d_filament,<a_253>,2,0.0051813471502590676,33,0.06060606060606061,"{'other': 29, '3d_filament': 2, 'connector_fitting': 1, 'gauge_meter': 1}","AST Labs Test Lead Alligator Clip Heavy Duty to Alligator Clip Heavy Duty 39 || RioRand&trade; 10pcs 100K ohm NTC Thermistors for Reprap 3D printer, Mendel, Prusa"
3d_filament,<a_220>,2,0.0051813471502590676,53,0.03773584905660377,"{'other': 37, 'tape': 7, 'ventilation_fan': 4, '3d_filament': 2, 'adhesive_epoxy': 1}","6"" Cup Brush, Nylon Filament, 5/8""-11 Thread, 2500 max.RPM || Octave Kapton Tape for 3D Printer Platform 6"" x 100'"
3d_filament,<a_3>,2,0.0051813471502590676,13,0.15384615384615385,"{'other': 8, '3d_filament': 2, 'ventilation_fan': 1, 'connector_fitting': 1, 'tape': 1}","Hammond 1551KBK Black ABS Plastic Project Box -- Inches (3.15"" x 1.58"" x 0.79"") mm (80mm x 40mm x 20mm) || DIKAVS 4PCS 3D Printer Precision Nickel plating M6 Nozzle 0.2mm/0.3mm/0.4mm/0.5mm For 1.75MM MK8 Makerbot Ultimaker UM2 E3D"
3d_filament,<a_120>,2,0.0051813471502590676,22,0.09090909090909091,"{'other': 17, '3d_filament': 2, 'ventilation_fan': 1, 'gauge_meter': 1, 'adhesive_epoxy': 1}",Signswise 200x200mm 12V 220W Silicone Rubber Heating Heater for 3D Printer Heated Beds || Signswise 200x200mm 12v 150w Silicone Rubber Heating Heater for 3d Printer Heated Beds
gauge_meter,<a_160>,34,0.10059171597633136,82,0.4146341463414634,"{'fastener': 40, 'gauge_meter': 34, 'other': 8}","BOSTITCH BT1335B-1M 1-3/8-Inch 18-Gauge Brads, 1000 per Box || BOSTITCH BT1309B-1M 1-Inch 18-Gauge Brads, 1000 per Box || PORTER-CABLE (PBN18075-1) 18 Gauge Brad Nails, 3/4-Inch, 1000-Pack || BOSTITCH BT1309B 1-Inch 18-Gauge Brads, 3000 per Box || DEWALT DBN18063 Heavy Duty 5/8-Inch, 18 Gauge Brad Nails (5000-Pack) || DEWALT DBN18125 Heavy Duty 18 Gauge, 1-1/4-Inch Brad Nail (5000-Pack) || BOSTITCH BT1300B 5/8-Inch 18-Gauge Brad Nails, 3000 per Box || DEWALT DBN18200 Heavy Duty 18 Gauge, 2-Inch Brad Nail (5000-Pack)"
gauge_meter,<a_212>,29,0.08579881656804733,37,0.7837837837837838,"{'gauge_meter': 29, 'other': 8}","Anytime Tools Dial Caliper 6"" / 150mm DUAL Reading Scale METRIC SAE Standard INCH MM || Neiko 01409A Electronic Digital Caliper with Extra Large LCD Screen | 0 - 12 Inches | Inch/Fractions/Millimeter Conversion || Science Purchase 0604CAL6$ Stainless Steel Electronic LCD Digital Vernier Caliper Gauge Micrometer with Carrying Case, 6"", Silver || iGaging ABSOLUTE ORIGIN 0-6"" Digital Electronic Caliper - IP54 Protection/Extreme Accuracy || KR Tools 72018 Pro Series 6-Inch Digital Caliper || MLTOOLS Digital Caliper - Stainless Steel 6 inch / 150mm Inch / Metric Precision LCD Digital Caliper 68202 || Carrera Precision CP9806-TF Titanium 0-Inch to 6-Inch Electronic Fractional & Decimal Digital Caliper || Wixey WR100 6-Inch Digital Calipers with Fractions"
gauge_meter,<a_59>,26,0.07692307692307693,57,0.45614035087719296,"{'gauge_meter': 26, 'other': 23, 'connector_fitting': 8}","Loos Cableware ST2-4 Copper Crimping Stop Sleeve Set for 1/8"" Diameter Wire Rope (50 Piece) || Loos Cableware SL2-3P 50 Piece Zinc Plated Copper Crimping Sleeve Set for 3/32"" Diameter Wire Rope || Lucksender 100 Feet /30 Meter 1/4inch / 6mm I.D Polyolefin 2:1 Heat Shrink Tubing || Lucksender 100 Feet/30 Meter 1/8inch / 3mm I.D Polyolefin 2:1 Heat Shrink Tubing || Loos Cableware SL1-2 Aluminum Duplex Oval Crimping Sleeve Set for 1/16"" Diameter Wire Rope (50 Piece) || Loos Cableware AN100-C4 Stainless Steel Thimble for 3/32"" and 1/8"" Diameter Wire Rope (10 Piece) || Remington Industries 22UL1007STRBLA UL1007 22 AWG Gauge Stranded Hook-Up Wire, 300V, 0.0253"" Diameter, 100' Length, Black || Remington Industries 22UL1007STRRED UL1007 22 AWG Gauge Stranded Hook-Up Wire, 300V, 0.0253"" Diameter, 1"
gauge_meter,<a_128>,24,0.07100591715976332,31,0.7741935483870968,"{'gauge_meter': 24, 'other': 4, 'ventilation_fan': 2, '3d_filament': 1}","Etekcity Lasergrip 774 Non-contact Digital Laser Infrared Thermometer Temperature Gun -58~ 716 (-50 ~ 380), Yellow and Black || Masione Temperature Gun Non-contact Digital Laser Infrared Ir Thermometer -58&deg;f to 716&deg;f (-50 ~ 380) Instant-read Handheld,battery Included || AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator || AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator || Nubee Temperature Gun Non-contact Digital Laser Infrared IR Thermometer || Etekcity Lasergrip 1080 Non-Contact Digital Laser Infrared Thermometer Temperature Gun -58~1022 (-50550), Yellow and Black || Nubee Temperature Gun Non-contact Infrared Thermometer MAX Display & EMS Adjustable || Nubee Non-Contact D"
gauge_meter,<a_215>,20,0.05917159763313609,72,0.2777777777777778,"{'other': 41, 'gauge_meter': 20, '3d_filament': 6, 'test_strip': 2, 'ventilation_fan': 1}","Wixey WR300 Type 2 Digital Angle Gauge with Backlight&hellip; || GemRed 82413 Digital Protractor Angle Finder Gauge Inclinometer with Backlight and Magnetic Base IP65 || Fowler Full Warranty Stainless Steel Shockproof Dial Caliper, 52-008-706-0, 0-6"" Measuring Range, 0.001"" Graduation Interval, Face Color White || Dr.meter 30V/5A DC Bench Power Supply Single-Output 110V/220V Switchable with Alligator Clip included, US 3-prong Cable,PS305DM || Mitutoyo 500-196-30 Advanced Onsite Sensor (AOS) Absolute Scale Digital Caliper, 0 to 6""/0 to 150mm Measuring Range, 0.0005""/0.01mm Resolution, LCD || Mitutoyo 293-340 Digimatic Outside Micrometer, 0-1"" Range, 0.00005""/0.001mm Resolution, IP65, No Output, with Ratchet || Starrett 1202F-6 Dial Caliper, Stainless Steel, White Face, 0-6"" Range, -0.001"" A"
gauge_meter,<a_200>,17,0.05029585798816568,88,0.19318181818181818,"{'other': 50, 'gauge_meter': 17, '3d_filament': 6, 'tape': 5, 'adhesive_epoxy': 3}","W1 Tool Steel Round Rod, Polished Finish, Precision Ground, Annealed, 0.0625"" Diameter, 36"" Length || Eagle 1654 Yellow Blow-Molded HDPE Salvage Drum with Metal Ring Lever-Lock Lid, 20 gallon Capacity, 21"" Height, 21"" Diameter || B&C Eagle 9025 1-Inch Length x 1/4-Inch Narrow Crown x 18 Gauge Galvanized Finish Staples (5,000 per box) || 304 Stainless Steel Sheet, #4 Brushed Finish, Annealed, ASTM A240/ASME SA240, 0.048"" Thickness, 36"" Width, 36"" Length, 18 Gauge || B&C Eagle 9018 3/4-Inch Length x 1/4-Inch Narrow Crown x 18 Gauge Galvanized Finish Staples (5,000 per box) || 1018 Carbon Steel Round Rod, Unpolished (Mill) Finish, Cold Finished Temper, ASTM A108, 1.25"" Diameter, 12"" Length || O1 Tool Steel Round Rod, Annealed/Precision Ground, ASTM A681, 0.359375"" Diameter, 36"" Length || 3M F"
gauge_meter,<a_35>,17,0.05029585798816568,53,0.32075471698113206,"{'other': 35, 'gauge_meter': 17, 'connector_fitting': 1}","VXB UCP202-10 Ball Bearing Pillow Block, 2 Bolt Holes, Setscrew Locking Collar, 5/8"" Bore Diameter, Cast Iron, Inch || Acetal Copolymer Round Rod, Opaque Black, Standard Tolerance, ASTM D6778, 3"" Diameter, 6"" Length || UHMW (Ultra High Molecular Weight Polyethylene) Round Rod, Opaque Off-White, Standard Tolerance, ASTM D4020-01, 1"" Diameter, 48"" Length || 6061 Aluminum Round Rod, Unpolished (Mill) Finish, Extruded, T6511 Temper, ASTM B221, 2-1/4"" Diameter, 12"" Length || 6061 Aluminum Round Rod, Unpolished (Mill) Finish, Extruded, T6511 Temper, ASTM B221, 1/4"" Diameter, 60"" Length || 6061 Aluminum Round Rod, Unpolished (Mill) Finish, Extruded, T6511 Temper, ASTM B221, 0.5"" Diameter, 96"" Length || 6061 Aluminum Round Rod, Unpolished (Mill) Finish, Extruded, T6511 Temper, ASTM B221, 1-5/8"" Di"
gauge_meter,<a_229>,14,0.04142011834319527,19,0.7368421052631579,"{'gauge_meter': 14, 'other': 4, 'test_strip': 1}","1 X Hydrometer - Triple Scale || Magnum Media DUAL SCALE 0-32% Brix and 1.000-1.130SG Wort Refractometer RSG-100ATC Beer Home Brew || URBEST Digital PH Meter, Black || Triple Scale Hydrometer || Milwaukee Instruments MW102 PH and Temperature Meter || New Mini Digital Pen Type PH Meter PH-009 I Multimeter Tester Hydro || TDS Meter, Dr.meter TDS-3C Water Quality TDS Tester 0-9990 ppm Range 1 ppm Resolution +/- 2% Accuracy || Dr.Meter 0.01pH High Accuracy Pocket Size pH Meter with ATC Backlit 0-14 pH Measurement Range"
gauge_meter,<a_194>,14,0.04142011834319527,28,0.5,"{'gauge_meter': 14, 'other': 12, 'connector_fitting': 2}","Remington Industries 22SNSP 22 AWG Magnet Wire, Enameled Copper Wire, 1.0 lb, 0.0263"" Diameter, 507' Length, Red || PneumaticPlus PSL15-160 Pressure Gauge, Lower Mount, 1-1/2"" Dial, 0-160 PSI, 1/8"" NPT || Remington Industries 18SNSP Magnet Wire, Enameled Copper Wire, 18 AWG, 1.0 lb, 201' Length, 0.0415"" Diameter, Red || Bare Copper Wire, Bright, 14 AWG, 0.064"" Diameter, 80' Length (Pack of 1) || Bare Copper Wire, Bright, 10 AWG, 0.1"" Diameter, 32' Length (Pack of 1) || Bare Copper Wire, Bright, 12 AWG, 0.08"" Diameter, 50' Length (Pack of 1) || Remington Industries 28SNSP.25 28 AWG Magnet Wire, Enameled Copper Wire, 4 oz, 0.0135"" Diameter, 507' Length, Red || Remington Industries 36SNSP.25 36 AWG Magnet Wire, Enameled Copper Wire, 4 oz, 0.0055"" Diameter, 3193' Length, Natural"
gauge_meter,<a_195>,13,0.038461538461538464,29,0.4482758620689655,"{'other': 16, 'gauge_meter': 13}","B&K Precision 879B Dual Display Handheld Deluxe Universal LCR Meter with Backlit Display || Fluke 323 True-RMS Clamp Meter || Extech MA145 True RMS 300A AC/DC Clamp Meter || Yosoo GM328 Lcd Display Transistor Tester ESR Meter Cymometer Square Wave Generator || TS-836A Plug Power Meter Energy Voltage Amps Electricity Usage Monitor,Reduce Your Energy Costs || DROK 0.56"" 5 Digit Four Wires +/- 0-10.000A DC Digital Ammeter Panel Amps Gauge with Red Led Digital Display || Extech MA3018 True RMS 3000A AC Flex Clamp Meter || Uni-Trend UT202A Auto-ranging AC 600 Amp Clamp Meter"
gauge_meter,<a_31>,10,0.029585798816568046,27,0.37037037037037035,"{'other': 16, 'gauge_meter': 10, 'tape': 1}","Wixey WR300 Digital Angle Gauge || AccuRemote Digital Electronic Magnetic Angle Gage Level / Protractor / Bevel Gauge || Sun Company 201-F Lev-o-gage Inclinometer and Tilt Gauge || Stanley Proto J000AA 25 Blade Master Feeler Gauge Set || Brown & Sharpe 599-792-20 Audible Edge Finder, 3/8"" Shank x 0.200"" Head Diameter || Capri Tools 20005 Digital Angle Gauge || CTA Tools A311 25-Blade Extra Long Feeler Gauge || Wixey WR365 Digital Angle Gauge and Level"
gauge_meter,<a_42>,10,0.029585798816568046,20,0.5,"{'other': 10, 'gauge_meter': 10}","RADEX RD1503+ Safety PRO with Dosimeter: high accuracy geiger counter, radiation detector || Extech 480823 Extremely Low Frequency Electromagnetic Field Meter || Cell Sensor EMF Detection Meter || Neiko 20713A Digital Tachometer, Non Contact Laser Photo | 2.5 - 99,999 RPM Accuracy | Batteries Included || Leegoal Mini LED Display Digital Car Voltmeter 12V/24V Vehicle Voltage Gauge || The Ghost Meter EMF Sensor || DE-5000 Handheld LCR Meter with accessories || Parts Express Mini Digital Sound Level Meter"
gauge_meter,<a_234>,6,0.01775147928994083,55,0.10909090909090909,"{'other': 33, 'connector_fitting': 8, 'gauge_meter': 6, 'fastener': 5, 'tape': 2}","Stainless Steel Tumbling Media Pins - 0.047"" Diameter, 0.255"" Length (5 lb Pack) || 110 Copper Round Rod, Unpolished (Mill) Finish, H04 Temper, ASTM B187, 0.25"" Diameter, 24"" Length || Gino UF35B 5mm Inner Diameter Black Core Ferrite Cable Clip 10 Pcs || Yonisun Sound Dampening Door Bumpers, 1/2"" Diameter, Sheet of 100 || O1 Tool Steel Round Rod, Polished Finish, Precision Ground, Annealed, Metric, 4 mm Diameter, 36"" Length || Stainless Steel Tumbling Media Pins - 0.047"" Diameter, 0.255"" Length (2.5 lb Pack)"
gauge_meter,<a_168>,6,0.01775147928994083,21,0.2857142857142857,"{'other': 9, 'gauge_meter': 6, 'test_strip': 6}","Vintage Shop PW-COIA-QACH Hydrometer 12"" Test Jar with Removable Base || HYDROMETER - ALCOHOL, 0-200 PROOF and Tralle by Bellwether || Hydrometer test jar 10 "" plastic || 1 X Glass Hydrometer Test Jar || Pac-Kit by First Aid Only 21-770 Disposable Thermometer (Box of 10) || cnsdistributing 6809 Proof and Tralle or% Alcohol Hydrometer Alcoholmeter Spiritometer for Moonshine Still, Spirits, Distilled"
gauge_meter,<a_26>,6,0.01775147928994083,9,0.6666666666666666,"{'gauge_meter': 6, 'other': 3}","eSeasongear SALT-3050 Waterproof Tester, Digital Salinity PPM Temperature Meter for Salt Water Pool and Koi Fish Pond || E-Z Red S102 Anti-Freeze Hydrometer || Ade Advanced Optics Anti-F Fahrenheit ATC Glycol Antifreeze/Battery Fluid Refractometer || Ade Advanced Optics aaogabf100atc Fahrenheit ATC Glycol Antifreeze/battery Fluid Refractometer || Automatic Temperature Compensation 0-32% Brix Refractometer Beer Wine CNC Fruit by Ade Advanced Optics || HM Digital COM100 Waterproof EC/TDS And Temperature Combo Meter"
gauge_meter,<a_232>,6,0.01775147928994083,31,0.1935483870967742,"{'other': 20, 'gauge_meter': 6, 'connector_fitting': 3, '3d_filament': 2}","Signstek 3 1/2 6802 II Dual Channel Digital Thermometer -58&deg;F~1022&deg;F(-50~1300&deg;C) with 2 K-Type Thermocouple Sensor Probe || Uxcell a12080200ux0383 LCD Display Resettable Refrigerator Freezer Digital Thermometer || Uxcell a14062100ux0345 2PCS K Type 0-400C Temperature Sensor Thermocouple Probe 2 Meter 6.6Ft (Pack of 2) || Perfect-Prime TC41, 4-Channel K-Type Digital Thermometer Thermocouple Sensor -200~1372&deg;C/2501&deg;F || Chunshop WH5001 Celsius/Fahrenheit Digital Thermometer Temperature Meter Gauge C/F || Leaton Digital Thermocouple Thermometer Dual-channel LCD Backlight Temperature Meter Tester for K/J/T/E/R/S/N Great (Batteries included)"
gauge_meter,<a_126>,6,0.01775147928994083,48,0.125,"{'other': 36, 'gauge_meter': 6, 'tape': 4, 'connector_fitting': 1, 'ventilation_fan': 1}","HOODDEAL 50 PCS 3296 Fine-tune Multiturn Trimmer Potentiometers Kit 10 value Variable Resistor || Uxcell a15032300ux0532 Potentiometer Volume Control Knob Cap with 100 Piece, Knurled Shaft 6 mm Diameter || 10K Ohm potentiometer potential+black control Knob || uxcell 5 Pcs 500K ohm B500K Top Adjustment Single Linear Potentiometers || Saliency 3296 Potentiometer Assorted Kit Variable Resistor 12value 60pcs with adjuster || Electronics-Salon 100 to 1M ohm 3296 Multiturn Trimmer Potentiometers Kit"
