tokenizer,edge_pairs,cooc_weighted_same_l1_pct,cooc_weighted_same_l12_pct,cooc_weighted_same_l3_token_pct,cooc_weighted_avg_overlap,unweighted_same_l1_pct,unweighted_same_l12_pct,unweighted_same_l3_token_pct,unweighted_avg_overlap
"Main L2=0.010,L3=0.020 pull",100920,15.413693748645635,4.993699687793446,0.9960111399150863,0.2190742955287848,9.689853349187477,1.3535473642489102,0.6371383273880301,0.12200753071739992
L3 InfoNCE=0.005,100920,14.492323250158512,4.05226450075042,1.0409560422803117,0.19994060852187454,8.890210067380103,1.0899722552516846,0.6906460562822037,0.11115735235830361
L3 InfoNCE=0.010,100920,15.680152812668041,4.816327840959253,1.1396743099753606,0.22091222100050564,10.085216012683313,1.3545382481173207,0.7629805786761792,0.1264070550931431
L3 InfoNCE=0.020,100920,14.039663876337311,4.525791150669759,1.004839602879684,0.2031349069399745,8.641498216409037,1.1533888228299645,0.6420927467300832,0.11072136345620294
